,country,review_description,designation,points,price,winery,variety,region
101590,37,326,19908.0,94,1.0,11999,28.0,234
101591,37,248,9.0,90,1.0,8118,28.0,321
101592,37,222,-1.0,93,1.0,7691,28.0,321
101593,12,231,16549.0,89,1.0,5144,28.0,171
101594,34,270,486.0,85,1.0,1290,28.0,852
101595,37,414,-1.0,91,1.0,881,28.0,1358
101596,37,330,15192.0,91,2.0,5981,28.0,321
101597,37,288,17112.0,88,1.0,12111,28.0,377
101598,3,205,-1.0,88,1.0,6857,28.0,1346
101599,37,142,-1.0,84,1.0,9690,28.0,244
101600,28,159,-1.0,86,1.0,2003,28.0,1334
101601,0,195,11714.0,85,1.0,2028,28.0,754
101602,37,195,-1.0,87,1.0,7647,28.0,804
101603,19,259,-1.0,88,1.0,2109,28.0,1219
101604,37,291,7896.0,90,1.0,2350,28.0,808
101605,37,271,7871.0,92,1.0,1658,28.0,1365
101606,19,192,-1.0,87,1.0,2100,28.0,1218
101607,37,138,23111.0,89,1.0,11950,28.0,1370
101608,12,325,7186.0,91,1.0,4037,28.0,95
101609,37,289,29981.0,93,1.0,7849,28.0,276
101610,12,214,1233.0,86,1.0,8366,28.0,11
101611,19,123,18805.0,86,1.0,4574,28.0,832
101612,37,261,29982.0,89,1.0,12491,28.0,284
101613,37,259,16621.0,87,1.0,4345,28.0,337
101614,37,178,3889.0,91,1.0,14461,28.0,1358
101615,37,271,4468.0,94,1.0,558,28.0,889
101616,37,350,8942.0,93,2.0,6825,28.0,321
101617,3,184,4402.0,85,1.0,9471,28.0,815
101618,37,113,-1.0,82,1.0,4787,28.0,253
101619,12,247,29983.0,91,1.0,4011,28.0,208
101620,37,206,2259.0,89,1.0,8243,28.0,244
101621,0,224,29984.0,90,1.0,9723,28.0,751
101622,12,272,3536.0,93,1.0,3831,28.0,1145
101623,37,272,-1.0,92,1.0,12811,28.0,321
101624,37,265,5195.0,87,1.0,10104,28.0,321
101625,28,252,5017.0,90,1.0,9461,28.0,536
101626,37,328,29985.0,94,2.0,10830,28.0,321
101627,14,323,29986.0,93,1.0,5925,28.0,935
101628,37,284,9096.0,89,1.0,9821,28.0,337
101629,37,347,29987.0,92,1.0,9032,28.0,230
101630,12,246,-1.0,92,1.0,5277,28.0,165
101631,37,298,-1.0,90,1.0,742,28.0,321
101632,37,178,29988.0,87,1.0,10780,28.0,321
101633,28,147,29989.0,84,1.0,142,28.0,33
101634,37,208,-1.0,91,1.0,7968,28.0,321
101635,37,209,6215.0,85,1.0,13850,28.0,812
101636,7,231,145.0,86,1.0,10022,28.0,421
101637,37,262,19142.0,87,1.0,8798,28.0,337
101638,19,182,29990.0,88,1.0,10321,28.0,475
101639,19,228,29991.0,87,1.0,2085,28.0,1247
101640,37,320,-1.0,90,1.0,6749,28.0,269
101641,32,244,29992.0,90,1.0,8166,28.0,590
101642,37,118,29993.0,86,1.0,77,28.0,244
101643,37,249,-1.0,87,1.0,5112,28.0,297
101644,2,241,6408.0,91,1.0,8823,28.0,1377
101645,37,277,28332.0,91,1.0,6005,28.0,1358
101646,37,252,9.0,89,1.0,933,28.0,240
101647,12,188,-1.0,90,1.0,5590,28.0,972
101648,37,294,23691.0,93,1.0,6533,28.0,399
101649,37,137,16104.0,84,1.0,11891,28.0,244
101650,37,144,21640.0,88,1.0,6541,28.0,1367
101651,7,270,145.0,86,1.0,2476,28.0,746
101652,37,340,2097.0,88,1.0,1505,28.0,337
101653,37,181,-1.0,86,1.0,8822,28.0,244
101654,7,221,145.0,85,1.0,335,28.0,516
101655,34,259,127.0,89,1.0,14244,28.0,859
101656,12,220,672.0,89,1.0,6762,28.0,704
101657,14,282,21843.0,92,1.0,6859,28.0,777
101658,37,223,-1.0,86,1.0,4660,28.0,893
101659,37,163,29994.0,86,1.0,1575,28.0,388
101660,37,523,8705.0,93,1.0,715,28.0,1358
101661,34,217,29995.0,84,1.0,1259,28.0,501
101662,26,274,-1.0,90,1.0,8705,28.0,743
101663,37,248,2376.0,92,1.0,9074,28.0,348
101664,12,214,-1.0,87,1.0,5494,28.0,564
101665,0,161,145.0,83,1.0,6393,28.0,754
101666,3,146,2191.0,85,1.0,1546,28.0,1387
101667,37,313,29996.0,93,1.0,6932,28.0,335
101668,37,236,105.0,88,1.0,2456,28.0,891
101669,37,130,772.0,85,1.0,1778,28.0,1360
101670,37,155,17881.0,88,1.0,8370,28.0,388
101671,19,203,11243.0,89,1.0,10215,28.0,960
101672,37,276,-1.0,87,1.0,13919,28.0,344
101673,19,326,29997.0,90,1.0,10293,28.0,728
101674,28,200,17385.0,87,1.0,11419,28.0,686
101675,2,262,29998.0,91,1.0,10349,28.0,801
101676,12,237,979.0,94,1.0,5379,28.0,126
101677,0,221,38.0,84,1.0,12091,28.0,754
101678,37,100,99.0,86,1.0,14328,28.0,1358
101679,12,224,17635.0,92,1.0,5683,28.0,1010
101680,37,217,38.0,90,1.0,14660,28.0,902
101681,37,304,29999.0,93,1.0,7744,28.0,321
101682,7,308,145.0,89,1.0,6669,28.0,524
101683,12,253,-1.0,88,1.0,9301,28.0,999
101684,19,160,3164.0,87,1.0,9648,28.0,957
101685,37,227,20495.0,92,1.0,898,28.0,1368
101686,19,105,-1.0,85,1.0,4541,28.0,840
101687,37,256,-1.0,86,1.0,4346,28.0,232
101688,7,279,12340.0,82,1.0,12108,28.0,737
101689,37,430,30000.0,95,1.0,7382,28.0,388
101690,12,155,12863.0,87,1.0,5273,28.0,710
101691,37,306,30001.0,93,1.0,14502,28.0,366
101692,37,340,-1.0,90,1.0,10722,28.0,377
101693,37,215,30002.0,88,1.0,2478,28.0,332
101694,37,266,10505.0,92,1.0,11022,28.0,349
101695,0,232,-1.0,84,1.0,716,28.0,754
101696,37,182,30003.0,87,1.0,9537,28.0,1364
101697,7,371,54.0,88,1.0,4540,28.0,685
101698,37,328,-1.0,89,1.0,6910,28.0,399
101699,12,119,6715.0,85,1.0,12461,28.0,215
101700,19,292,30004.0,90,1.0,571,28.0,1266
101701,12,306,30005.0,91,1.0,9564,28.0,980
101702,19,195,-1.0,89,1.0,14009,28.0,1216
101703,37,341,27926.0,94,2.0,747,28.0,388
101704,37,334,-1.0,91,1.0,6477,28.0,1358
101705,37,183,915.0,86,1.0,4694,28.0,332
101706,7,254,5819.0,86,1.0,1229,28.0,225
101707,12,312,5894.0,90,1.0,6372,28.0,1015
101708,26,323,-1.0,90,1.0,10065,28.0,743
101709,37,238,14345.0,86,1.0,10774,28.0,267
101710,12,176,979.0,85,1.0,5351,28.0,126
101711,2,143,-1.0,84,1.0,7013,28.0,29
101712,19,169,125.0,90,1.0,10160,28.0,939
101713,12,215,-1.0,88,1.0,2992,28.0,59
101714,37,194,6763.0,87,1.0,9514,28.0,366
101715,37,223,870.0,87,1.0,12366,28.0,805
101716,26,268,-1.0,89,1.0,653,28.0,744
101717,19,335,41.0,92,1.0,4523,28.0,941
101718,37,263,1745.0,87,1.0,11855,28.0,805
101719,19,199,125.0,90,1.0,4505,28.0,1216
101720,34,250,3804.0,84,1.0,10309,28.0,857
101721,37,302,18009.0,89,1.0,13557,28.0,230
101722,37,282,-1.0,90,1.0,742,28.0,321
101723,37,221,23564.0,88,1.0,11999,28.0,250
101724,19,240,30006.0,85,1.0,11938,28.0,1249
101725,19,204,4534.0,89,1.0,10428,28.0,941
101726,37,244,38.0,93,2.0,7534,28.0,321
101727,7,275,963.0,89,1.0,2474,28.0,421
101728,0,265,145.0,90,1.0,12877,28.0,754
101729,12,245,4732.0,87,1.0,2227,28.0,1153
101730,37,167,30007.0,92,1.0,371,28.0,1368
101731,12,247,30008.0,94,1.0,7499,28.0,510
101732,37,313,18715.0,91,1.0,10121,28.0,267
101733,19,224,30009.0,85,1.0,13510,28.0,465
101734,12,249,-1.0,84,1.0,5147,28.0,666
101735,37,427,30010.0,91,1.0,5957,28.0,234
101736,14,266,11586.0,91,1.0,11593,28.0,777
101737,37,255,1357.0,91,1.0,10028,28.0,367
101738,37,277,9.0,91,1.0,9765,28.0,290
101739,37,191,30011.0,89,1.0,8636,28.0,290
101740,37,249,273.0,89,1.0,1032,28.0,237
101741,12,256,-1.0,89,1.0,8108,28.0,11
101742,37,174,-1.0,86,1.0,12369,28.0,1339
101743,19,193,30012.0,87,1.0,8516,28.0,1221
101744,37,260,4941.0,93,1.0,10105,28.0,321
101745,0,223,22136.0,85,1.0,9729,28.0,754
101746,37,119,-1.0,83,1.0,7330,28.0,244
101747,3,297,30013.0,95,1.0,10918,28.0,1344
101748,19,180,30014.0,88,1.0,861,28.0,721
101749,0,235,2490.0,86,1.0,10364,28.0,759
101750,37,208,30015.0,90,1.0,6179,28.0,348
101751,37,310,30016.0,90,1.0,776,28.0,269
101752,12,357,13023.0,89,1.0,9057,28.0,38
101753,37,214,28853.0,86,1.0,9193,28.0,378
101754,37,215,-1.0,90,1.0,11074,28.0,1358
101755,37,182,-1.0,85,1.0,14547,28.0,244
101756,37,253,14330.0,87,1.0,13357,28.0,812
101757,34,280,145.0,89,1.0,14621,28.0,860
101758,37,353,30017.0,90,1.0,5991,28.0,1368
101759,37,282,-1.0,90,1.0,240,28.0,1360
101760,19,257,22902.0,90,1.0,1937,28.0,1247
101761,28,149,30018.0,83,1.0,132,28.0,1334
101762,34,395,30019.0,92,2.0,344,28.0,859
101763,28,187,-1.0,88,1.0,6633,28.0,1192
101764,37,376,4956.0,91,1.0,6770,28.0,399
101765,37,307,-1.0,89,1.0,6536,28.0,1365
101766,12,279,779.0,95,1.0,9098,28.0,510
101767,12,415,9999.0,94,1.0,9099,28.0,11
101768,37,277,3623.0,90,1.0,14386,28.0,289
101769,37,207,105.0,86,1.0,987,28.0,388
101770,37,151,30020.0,86,1.0,9743,28.0,893
101771,37,410,-1.0,92,1.0,9747,28.0,377
101772,37,254,13721.0,88,1.0,11688,28.0,267
101773,37,106,30021.0,84,1.0,7913,28.0,348
101774,12,218,3437.0,86,1.0,2407,28.0,59
101775,37,253,29592.0,90,1.0,255,28.0,901
101776,37,287,30022.0,87,1.0,4413,28.0,367
101777,19,231,125.0,90,1.0,11272,28.0,939
101778,19,275,30023.0,91,1.0,12230,28.0,825
101779,12,177,732.0,93,1.0,5257,28.0,11
101780,12,282,-1.0,94,1.0,3699,28.0,96
101781,12,132,12506.0,88,1.0,8883,28.0,975
101782,12,177,-1.0,86,1.0,3352,28.0,63
101783,18,224,5147.0,85,1.0,10402,28.0,584
101784,37,221,30024.0,85,1.0,11855,28.0,805
101785,19,305,-1.0,91,1.0,492,28.0,1256
101786,37,356,30025.0,94,1.0,7385,28.0,278
101787,37,225,80.0,91,1.0,14633,28.0,369
101788,19,395,-1.0,93,1.0,4590,28.0,1256
101789,37,303,30026.0,92,1.0,8219,28.0,250
101790,34,254,4869.0,84,1.0,12401,28.0,679
101791,12,266,17427.0,91,1.0,3768,28.0,977
101792,37,243,-1.0,88,1.0,2427,28.0,1358
101793,37,197,-1.0,88,1.0,10442,28.0,902
101794,37,218,30027.0,93,1.0,751,28.0,399
101795,28,170,-1.0,89,1.0,11378,28.0,52
101796,3,209,-1.0,86,1.0,14402,28.0,815
101797,12,290,30028.0,86,1.0,1524,28.0,570
101798,37,267,8923.0,86,1.0,11948,28.0,297
101799,37,177,30029.0,86,1.0,582,28.0,241
101800,37,279,-1.0,88,1.0,11820,28.0,378
101801,7,231,85.0,87,1.0,9391,28.0,685
101802,37,174,16820.0,87,1.0,10529,28.0,1370
101803,12,206,-1.0,91,1.0,3340,28.0,93
101804,37,206,-1.0,87,1.0,13188,28.0,232
101805,37,217,-1.0,86,1.0,12691,28.0,321
101806,12,351,1591.0,91,1.0,5221,28.0,1161
101807,12,202,245.0,91,1.0,3772,28.0,77
101808,37,236,677.0,87,1.0,8367,28.0,321
101809,37,278,4468.0,91,1.0,558,28.0,889
101810,37,313,2696.0,89,1.0,9431,28.0,361
101811,37,187,-1.0,88,1.0,13716,28.0,348
101812,12,302,7625.0,90,1.0,5646,28.0,977
101813,37,201,30030.0,87,1.0,13847,28.0,337
101814,19,215,-1.0,90,1.0,12002,28.0,1256
101815,7,253,13583.0,89,1.0,11197,28.0,516
101816,19,138,-1.0,84,1.0,444,28.0,1307
101817,12,224,-1.0,88,1.0,10352,28.0,114
101818,37,272,2547.0,91,1.0,13459,28.0,889
101819,37,178,-1.0,86,1.0,12770,28.0,321
101820,37,342,30031.0,91,1.0,9721,28.0,399
101821,12,207,-1.0,90,1.0,13527,28.0,44
101822,37,230,19563.0,88,1.0,12860,28.0,283
101823,37,337,1162.0,90,1.0,9192,28.0,377
101824,37,151,6527.0,87,1.0,4900,28.0,244
101825,37,175,8768.0,86,1.0,1773,28.0,388
101826,37,270,-1.0,88,1.0,6760,28.0,337
101827,37,189,13439.0,87,1.0,4862,28.0,805
101828,12,159,30032.0,87,1.0,2212,28.0,12
101829,37,221,29906.0,87,1.0,2199,28.0,1358
101830,37,308,30033.0,90,1.0,8303,28.0,290
101831,37,264,38.0,91,1.0,12120,28.0,364
101832,12,262,-1.0,88,1.0,3552,28.0,67
101833,7,384,5365.0,92,1.0,1696,28.0,516
101834,37,218,-1.0,86,1.0,8959,28.0,411
101835,37,204,-1.0,88,1.0,13331,28.0,805
101836,3,461,89.0,93,1.0,6046,28.0,1387
101837,3,241,-1.0,90,1.0,9659,28.0,1326
101838,3,220,177.0,88,1.0,12186,28.0,1387
101839,37,330,397.0,90,1.0,12195,28.0,377
101840,12,165,21595.0,86,1.0,9508,28.0,565
101841,7,327,5897.0,84,1.0,9985,28.0,524
101842,37,288,15266.0,88,1.0,13459,28.0,902
101843,37,135,-1.0,80,1.0,10544,28.0,361
101844,19,201,30034.0,88,1.0,9056,28.0,1247
101845,12,154,30035.0,83,1.0,13967,28.0,59
101846,34,242,30036.0,83,1.0,7748,28.0,852
101847,37,209,30037.0,85,1.0,14421,28.0,805
101848,37,275,28.0,85,1.0,12707,28.0,361
101849,12,226,14806.0,91,1.0,5828,28.0,174
101850,37,376,21281.0,94,1.0,4941,28.0,284
101851,37,171,-1.0,86,1.0,13174,28.0,348
101852,34,257,127.0,86,1.0,1752,28.0,859
101853,12,258,549.0,92,1.0,9092,28.0,223
101854,19,199,30038.0,88,1.0,1479,28.0,941
101855,12,309,-1.0,88,1.0,6660,28.0,132
101856,37,200,9.0,83,1.0,8245,28.0,247
101857,12,188,18472.0,86,1.0,8879,28.0,977
101858,19,337,3644.0,93,1.0,8613,28.0,485
101859,37,181,30039.0,88,1.0,12402,28.0,372
101860,12,166,-1.0,85,1.0,8753,28.0,658
101861,28,220,21149.0,89,1.0,1750,28.0,33
101862,19,326,-1.0,94,1.0,6818,28.0,941
101863,3,232,2401.0,92,1.0,14402,28.0,620
101864,3,230,17522.0,89,1.0,10285,28.0,1344
101865,34,298,-1.0,88,1.0,14071,28.0,494
101866,37,273,30040.0,87,1.0,14467,28.0,253
101867,37,288,-1.0,90,1.0,9753,28.0,237
101868,37,142,-1.0,87,1.0,14592,28.0,892
101869,37,273,-1.0,92,1.0,11601,28.0,1368
101870,37,174,30041.0,91,1.0,13559,28.0,902
101871,37,237,30042.0,88,1.0,12948,28.0,367
101872,37,196,38.0,88,1.0,4516,28.0,1358
101873,19,253,30043.0,89,1.0,13069,28.0,1243
101874,19,162,30044.0,90,1.0,9404,28.0,844
101875,37,291,25310.0,89,1.0,14456,28.0,902
101876,37,262,1104.0,93,2.0,7354,28.0,321
101877,37,316,8756.0,90,1.0,8945,28.0,399
101878,37,238,-1.0,85,1.0,2375,28.0,250
101879,19,230,10462.0,90,1.0,819,28.0,941
101880,12,210,-1.0,85,1.0,4038,28.0,76
101881,37,76,1911.0,84,1.0,6958,28.0,348
101882,7,177,-1.0,82,1.0,10973,28.0,548
101883,28,325,28087.0,88,1.0,12257,28.0,536
101884,37,244,9.0,86,1.0,800,28.0,321
101885,37,377,30045.0,89,1.0,9,28.0,1360
101886,37,208,12678.0,81,1.0,14573,28.0,244
101887,37,227,2032.0,92,1.0,8721,28.0,886
101888,37,243,-1.0,91,1.0,14336,28.0,250
101889,12,250,-1.0,90,1.0,3325,28.0,77
101890,37,384,7666.0,89,1.0,14727,28.0,1368
101891,19,308,125.0,92,1.0,1879,28.0,1216
101892,37,157,-1.0,89,1.0,1670,28.0,321
101893,37,173,-1.0,86,1.0,11121,28.0,337
101894,37,214,1993.0,90,1.0,10116,28.0,332
101895,37,284,17038.0,90,1.0,1022,28.0,1358
101896,37,319,227.0,91,1.0,8090,28.0,1358
101897,12,540,9030.0,94,1.0,7675,28.0,11
101898,12,128,17595.0,89,1.0,9093,28.0,222
101899,19,219,30046.0,88,1.0,12634,28.0,1060
101900,37,179,-1.0,86,1.0,12455,28.0,378
101901,12,129,-1.0,87,1.0,10864,28.0,58
101902,12,309,11860.0,92,1.0,5709,28.0,704
101903,37,203,-1.0,89,1.0,6065,28.0,297
101904,12,205,30047.0,87,1.0,5540,28.0,710
101905,37,168,-1.0,86,1.0,10981,28.0,21
101906,19,286,-1.0,88,1.0,6779,28.0,941
101907,12,250,30048.0,90,1.0,2873,28.0,96
101908,19,234,30049.0,85,1.0,11098,28.0,1240
101909,37,213,30050.0,86,1.0,7837,28.0,230
101910,12,283,2938.0,94,2.0,2353,28.0,211
101911,37,306,6048.0,94,1.0,11185,28.0,321
101912,37,353,12945.0,92,1.0,8444,28.0,372
101913,16,225,106.0,89,1.0,2403,28.0,1206
101914,37,218,27871.0,91,1.0,10625,28.0,889
101915,12,250,29395.0,92,1.0,2607,28.0,95
101916,37,294,15713.0,88,1.0,9821,28.0,337
101917,37,226,-1.0,86,1.0,8966,28.0,244
101918,37,326,1369.0,92,1.0,7544,28.0,812
101919,28,209,5445.0,88,1.0,4604,28.0,8
101920,37,363,12564.0,90,1.0,1656,28.0,1358
101921,12,177,-1.0,88,1.0,2725,28.0,85
101922,12,248,30051.0,91,1.0,11986,28.0,710
101923,37,211,-1.0,84,1.0,10091,28.0,372
101924,12,222,27874.0,90,1.0,3173,28.0,63
101925,37,237,21231.0,91,1.0,801,28.0,348
101926,37,292,-1.0,88,1.0,10906,28.0,304
101927,9,188,11943.0,85,1.0,2500,28.0,528
101928,28,201,7937.0,85,1.0,4841,28.0,686
101929,12,169,-1.0,84,1.0,8006,28.0,117
101930,34,222,4380.0,85,1.0,13484,28.0,429
101931,12,217,1337.0,85,1.0,4001,28.0,80
101932,19,184,14563.0,86,1.0,9881,28.0,1247
101933,34,318,397.0,90,1.0,10008,28.0,426
101934,19,267,22883.0,87,1.0,912,28.0,1213
101935,19,235,125.0,87,1.0,13205,28.0,1216
101936,37,238,16223.0,87,1.0,7229,28.0,1340
101937,37,271,-1.0,92,1.0,14455,28.0,893
101938,12,272,14932.0,92,1.0,6762,28.0,710
101939,37,213,105.0,90,1.0,11904,28.0,349
101940,26,217,30052.0,90,1.0,7690,28.0,743
101941,0,212,-1.0,85,1.0,13774,28.0,913
101942,26,224,17390.0,90,1.0,8369,28.0,626
101943,26,223,-1.0,90,1.0,9526,28.0,744
101944,37,244,-1.0,88,1.0,9733,28.0,1358
101945,34,233,9926.0,85,1.0,4372,28.0,425
101946,37,333,-1.0,93,1.0,6891,28.0,255
101947,37,232,-1.0,87,1.0,13602,28.0,234
101948,12,241,-1.0,93,1.0,7498,28.0,142
101949,12,173,-1.0,87,1.0,13933,28.0,39
101950,37,282,9873.0,91,1.0,801,28.0,348
101951,37,353,18563.0,93,1.0,12809,28.0,230
101952,37,273,1583.0,86,1.0,4974,28.0,361
101953,37,247,-1.0,87,1.0,13787,28.0,250
101954,19,266,5871.0,93,1.0,9538,28.0,941
101955,28,166,1544.0,85,1.0,2032,28.0,686
101956,19,240,23112.0,90,1.0,9411,28.0,1241
101957,37,243,-1.0,91,1.0,12294,28.0,366
101958,37,207,-1.0,87,1.0,1466,28.0,253
101959,7,277,994.0,89,1.0,14198,28.0,421
101960,37,246,-1.0,90,1.0,11839,28.0,321
101961,12,179,-1.0,86,1.0,2938,28.0,76
101962,37,204,7388.0,88,1.0,11562,28.0,805
101963,37,312,18432.0,87,2.0,12701,28.0,321
101964,7,258,10493.0,88,1.0,6050,28.0,524
101965,37,252,-1.0,90,1.0,2375,28.0,321
101966,14,208,13018.0,88,1.0,5936,28.0,777
101967,37,231,13850.0,91,1.0,6717,28.0,1365
101968,19,256,16134.0,88,1.0,10159,28.0,939
101969,3,197,30053.0,93,1.0,7714,28.0,1344
101970,37,262,30054.0,84,1.0,12029,28.0,337
101971,37,218,30055.0,92,1.0,9976,28.0,399
101972,37,207,9092.0,85,1.0,13174,28.0,321
101973,37,295,13802.0,88,1.0,10028,28.0,304
101974,0,226,38.0,89,1.0,12006,28.0,760
101975,37,167,38.0,85,1.0,7972,28.0,253
101976,37,205,30056.0,88,1.0,1885,28.0,886
101977,37,207,11669.0,85,1.0,7449,28.0,337
101978,37,324,29847.0,89,1.0,10607,28.0,404
101979,0,209,30057.0,83,1.0,10674,28.0,754
101980,12,190,-1.0,91,1.0,4263,28.0,977
101981,19,187,10682.0,87,1.0,7024,28.0,941
101982,12,178,-1.0,86,1.0,3279,28.0,65
101983,12,228,-1.0,89,1.0,8736,28.0,975
101984,28,177,696.0,85,1.0,8125,28.0,933
101985,37,227,30058.0,82,1.0,10600,28.0,811
101986,7,285,11381.0,86,1.0,8922,28.0,683
101987,37,286,106.0,90,1.0,12366,28.0,805
101988,37,220,30059.0,88,1.0,10213,28.0,1358
101989,37,277,22149.0,91,1.0,13645,28.0,1360
101990,37,285,38.0,93,1.0,6800,28.0,349
101991,12,184,-1.0,82,1.0,14057,28.0,570
101992,37,224,-1.0,87,1.0,8995,28.0,305
101993,37,177,-1.0,86,1.0,12943,28.0,388
101994,19,180,30060.0,89,1.0,2253,28.0,1239
101995,37,207,30061.0,87,1.0,424,28.0,370
101996,19,272,-1.0,88,1.0,6473,28.0,731
101997,28,175,19121.0,85,1.0,11397,28.0,1192
101998,12,160,-1.0,87,1.0,3746,28.0,87
101999,7,248,3229.0,89,1.0,6240,28.0,2
102000,7,228,8009.0,85,1.0,1696,28.0,516
102001,37,230,-1.0,87,1.0,13696,28.0,267
102002,37,248,30062.0,87,1.0,13230,28.0,1368
102003,12,122,28965.0,88,1.0,3801,28.0,977
102004,37,236,16170.0,90,1.0,9379,28.0,367
102005,19,305,-1.0,92,1.0,13661,28.0,1242
102006,12,181,14755.0,86,1.0,3589,28.0,58
102007,37,278,-1.0,92,1.0,5981,28.0,349
102008,12,206,-1.0,87,1.0,3250,28.0,57
102009,19,180,30014.0,88,1.0,861,28.0,721
102010,7,224,-1.0,84,1.0,11714,28.0,506
102011,37,225,-1.0,95,1.0,11193,28.0,264
102012,19,170,30063.0,88,1.0,6819,28.0,721
102013,37,261,546.0,88,1.0,8303,28.0,290
102014,19,345,30064.0,91,1.0,12166,28.0,941
102015,12,209,4422.0,87,1.0,7492,28.0,570
102016,37,200,112.0,93,2.0,10708,28.0,321
102017,3,197,1398.0,90,1.0,8694,28.0,620
102018,12,208,65.0,88,1.0,5281,28.0,11
102019,7,227,-1.0,88,1.0,13859,28.0,225
102020,37,392,8632.0,94,1.0,955,28.0,267
102021,2,243,30065.0,91,1.0,7657,28.0,1376
102022,0,190,4944.0,86,1.0,6582,28.0,918
102023,37,209,30066.0,88,1.0,11514,28.0,902
102024,37,282,105.0,91,1.0,10900,28.0,321
102025,2,252,-1.0,87,1.0,7637,28.0,797
102026,37,167,-1.0,90,1.0,13260,28.0,1360
102027,37,275,30067.0,91,1.0,6012,28.0,276
102028,37,356,12651.0,94,2.0,9748,28.0,321
102029,37,270,17672.0,87,1.0,8319,28.0,377
102030,37,257,30068.0,93,1.0,10712,28.0,889
102031,37,249,106.0,86,1.0,8835,28.0,889
102032,12,253,-1.0,90,1.0,2783,28.0,96
102033,11,256,1369.0,91,1.0,14530,28.0,549
102034,12,179,30069.0,89,1.0,10678,28.0,49
102035,37,434,10790.0,95,1.0,14286,28.0,266
102036,12,182,5362.0,88,1.0,6662,28.0,698
102037,37,354,870.0,90,1.0,2333,28.0,255
102038,3,207,30070.0,93,1.0,13019,28.0,1344
102039,7,367,7089.0,88,1.0,8646,28.0,987
102040,19,179,99.0,86,1.0,2031,28.0,844
102041,37,255,-1.0,87,1.0,13174,28.0,348
102042,37,188,18492.0,92,1.0,8526,28.0,348
102043,37,296,7895.0,93,1.0,12980,28.0,399
102044,37,191,-1.0,88,1.0,14338,28.0,410
102045,19,248,12272.0,89,1.0,14171,28.0,941
102046,34,281,145.0,87,1.0,14191,28.0,502
102047,12,293,11656.0,91,1.0,8123,28.0,11
102048,7,320,-1.0,88,1.0,11117,28.0,516
102049,37,249,5811.0,91,3.0,5060,28.0,321
102050,37,204,20299.0,84,1.0,7240,28.0,378
102051,12,232,-1.0,90,1.0,6660,28.0,49
102052,0,231,411.0,87,1.0,13509,28.0,754
102053,37,193,-1.0,92,1.0,1488,28.0,1368
102054,0,199,21654.0,84,1.0,5846,28.0,754
102055,14,228,30071.0,90,1.0,1104,28.0,777
102056,37,198,29224.0,87,1.0,616,28.0,378
102057,37,226,30072.0,90,1.0,11481,28.0,886
102058,37,114,30073.0,84,1.0,9376,28.0,291
102059,19,267,30074.0,87,1.0,12303,28.0,472
102060,37,124,-1.0,86,1.0,13623,28.0,893
102061,37,233,2229.0,92,1.0,11530,28.0,349
102062,37,347,-1.0,89,1.0,12758,28.0,1369
102063,12,255,-1.0,90,1.0,6023,28.0,1014
102064,12,150,12958.0,88,1.0,6996,28.0,40
102065,37,115,-1.0,85,1.0,55,28.0,244
102066,7,337,30075.0,90,1.0,14198,28.0,421
102067,12,314,28008.0,88,1.0,5412,28.0,213
102068,19,291,30076.0,90,1.0,4510,28.0,948
102069,12,160,18.0,90,1.0,3680,28.0,93
102070,37,178,397.0,87,1.0,4862,28.0,805
102071,37,259,12104.0,93,1.0,1319,28.0,348
102072,12,182,6443.0,94,3.0,5373,28.0,211
102073,12,167,10162.0,86,1.0,853,28.0,62
102074,19,197,-1.0,88,1.0,11736,28.0,939
102075,37,293,-1.0,85,1.0,8278,28.0,1338
102076,37,270,15412.0,88,1.0,12555,28.0,902
102077,37,227,1865.0,86,1.0,12142,28.0,348
102078,37,104,30077.0,82,1.0,12725,28.0,348
102079,34,247,15761.0,88,1.0,13879,28.0,16
102080,37,250,20502.0,90,1.0,13174,28.0,321
102081,37,291,23477.0,88,1.0,1516,28.0,811
102082,19,220,30078.0,90,1.0,862,28.0,1216
102083,3,263,3113.0,89,1.0,7595,28.0,110
102084,19,239,11788.0,89,1.0,5975,28.0,1060
102085,12,224,-1.0,90,1.0,5530,28.0,710
102086,0,262,16700.0,90,1.0,11913,28.0,754
102087,37,166,-1.0,83,1.0,163,28.0,897
102088,19,235,6209.0,87,1.0,13215,28.0,1247
102089,37,147,3549.0,84,1.0,1530,28.0,347
102090,0,240,38.0,90,1.0,9776,28.0,754
102091,37,244,-1.0,87,1.0,7876,28.0,348
102092,7,252,30079.0,82,1.0,3264,28.0,987
102093,37,296,10259.0,89,1.0,1330,28.0,244
102094,12,175,28899.0,86,1.0,14476,28.0,11
102095,7,217,3580.0,86,1.0,2476,28.0,516
102096,12,219,30080.0,87,1.0,3943,28.0,704
102097,12,206,8243.0,86,1.0,5896,28.0,11
102098,37,226,-1.0,88,1.0,7331,28.0,348
102099,19,228,30081.0,86,1.0,9405,28.0,610
102100,19,218,18872.0,88,1.0,1357,28.0,1283
102101,37,133,-1.0,85,1.0,11946,28.0,321
102102,28,377,1243.0,93,1.0,11359,28.0,536
102103,37,276,13929.0,94,1.0,5937,28.0,902
102104,37,288,30082.0,86,1.0,11570,28.0,805
102105,28,220,30083.0,89,1.0,14519,28.0,1192
102106,12,216,-1.0,88,1.0,3877,28.0,59
102107,37,160,25900.0,87,1.0,9696,28.0,250
